JGI ID,JGI start,JGI end,NCBI start,NCBI end,NCBI ID,Column1,NCBI
jgi.p|Yarli1|65694,1860258,1860884,1860258,1860884,YALI0_B13882g,YALI0B13882g,YALI0B13882g
jgi.p|Yarli1|65695,1862286,1868023,1862286,1868023,YALI0_B13904g,YALI0B13904g,YALI0B13904g
jgi.p|Yarli1|65696,1868483,1869205,1868483,1869205,YALI0_B13926g,YALI0B13926g,YALI0B13926g
jgi.p|Yarli1|65697,1869333,1869692,1869333,1869692,YALI0_B13948g,YALI0B13948g,YALI0B13948g
jgi.p|Yarli1|65698,1870546,1872384,1870546,1872384,YALI0_B13970g,YALI0B13970g,YALI0B13970g
jgi.p|Yarli1|65699,1876057,1877754,1876057,1877754,YALI0_B13992g,YALI0B13992g,YALI0B13992g
jgi.p|Yarli1|65700,1879706,1881535,1879706,1881535,YALI0_B14014g,YALI0B14014g,YALI0B14014g
jgi.p|Yarli1|65701,1882550,1883173,1882550,1883173,YALI0_B14036g,YALI0B14036g,YALI0B14036g
jgi.p|Yarli1|65702,1883760,1884088,1883760,1884088,YALI0_B14058g,YALI0B14058g,YALI0B14058g
jgi.p|Yarli1|65703,1884531,1885613,1884531,1885613,YALI0_B14080g,YALI0B14080g,YALI0B14080g
jgi.p|Yarli1|65704,1887044,1889557,1887044,1889557,YALI0_B14102g,YALI0B14102g,YALI0B14102g
jgi.p|Yarli1|65705,1889738,1891177,1889738,1891177,YALI0_B14124g,YALI0B14124g,YALI0B14124g
jgi.p|Yarli1|65706,1892232,1893176,1892232,1893176,YALI0_B14146g,YALI0B14146g,YALI0B14146g
jgi.p|Yarli1|65707,1893956,1895194,1893956,1895194,YALI0_B14179g,YALI0B14179g,YALI0B14179g
jgi.p|Yarli1|65708,1896598,1898340,1896598,1898340,YALI0_B14201g,YALI0B14201g,YALI0B14201g
jgi.p|Yarli1|65709,1898865,1899869,1898865,1899869,YALI0_B14223g,YALI0B14223g,YALI0B14223g
jgi.p|Yarli1|65710,1900088,1902313,1900088,1902313,YALI0_B14245g,YALI0B14245g,YALI0B14245g
jgi.p|Yarli1|65711,1902875,1903905,1902875,1903905,YALI0_B14267g,YALI0B14267g,YALI0B14267g
jgi.p|Yarli1|65712,1904414,1907023,1904414,1907023,YALI0_B14289g,YALI0B14289g,YALI0B14289g
jgi.p|Yarli1|65713,1907843,1908343,1907843,1908343,YALI0_B14311g,YALI0B14311g,YALI0B14311g
jgi.p|Yarli1|65714,1908402,1911113,1908402,1911113,YALI0_B14333g,YALI0B14333g,YALI0B14333g
jgi.p|Yarli1|65715,1911597,1912655,1911597,1912655,YALI0_B14355g,YALI0B14355g,YALI0B14355g
jgi.p|Yarli1|65716,1915528,1917009,1915528,1917009,YALI0_B14377g,YALI0B14377g,YALI0B14377g
jgi.p|Yarli1|65717,1917980,1918879,1917980,1918879,YALI0_B14399g,YALI0B14399g,YALI0B14399g
jgi.p|Yarli1|65718,1919087,1919464,1919087,1919464,YALI0_B14421g,YALI0B14421g,YALI0B14421g
jgi.p|Yarli1|65719,1920041,1922476,1920041,1922476,YALI0_B14443g,YALI0B14443g,YALI0B14443g
jgi.p|Yarli1|65720,1922748,1924625,1922748,1924625,YALI0_B14465g,YALI0B14465g,YALI0B14465g
jgi.p|Yarli1|65721,1925643,1926914,1925643,1926914,YALI0_B14487g,YALI0B14487g,YALI0B14487g
jgi.p|Yarli1|65722,1929305,1930711,1929305,1930711,YALI0_B14509g,YALI0B14509g,YALI0B14509g
jgi.p|Yarli1|65723,1932341,1933177,1932341,1933177,YALI0_B14531g,YALI0B14531g,YALI0B14531g
jgi.p|Yarli1|65724,1934488,1936593,1934488,1936593,YALI0_B14553g,YALI0B14553g,YALI0B14553g
jgi.p|Yarli1|65725,1937109,1937765,1937109,1937765,YALI0_B14575g,YALI0B14575g,YALI0B14575g
jgi.p|Yarli1|65726,1938611,1942960,1938611,1942960,YALI0_B14597g,YALI0B14597g,YALI0B14597g
jgi.p|Yarli1|65727,1944241,1946418,1944241,1946418,YALI0_B14619g,YALI0B14619g,YALI0B14619g
jgi.p|Yarli1|65728,1947483,1950592,1947483,1950592,YALI0_B14641g,YALI0B14641g,YALI0B14641g
jgi.p|Yarli1|65729,1950967,1951621,1950967,1951621,YALI0_B14663g,YALI0B14663g,YALI0B14663g
jgi.p|Yarli1|65730,1952484,1954805,1952484,1954805,YALI0_B14685g,YALI0B14685g,YALI0B14685g
jgi.p|Yarli1|65731,1955515,1956093,1955515,1956093,YALI0_B14707g,YALI0B14707g,YALI0B14707g
jgi.p|Yarli1|65732,1957298,1958122,1957298,1958122,YALI0_B14729g,YALI0B14729g,YALI0B14729g
jgi.p|Yarli1|65733,1958211,1961282,1958211,1961282,YALI0_B14751g,YALI0B14751g,YALI0B14751g
jgi.p|Yarli1|65734,1961480,1963875,1961480,1963875,YALI0_B14773g,YALI0B14773g,YALI0B14773g
jgi.p|Yarli1|65735,1964918,1965415,1964918,1965415,YALI0_B14795g,YALI0B14795g,YALI0B14795g
jgi.p|Yarli1|65736,1968211,1970955,1968211,1970955,YALI0_B14817g,YALI0B14817g,YALI0B14817g
jgi.p|Yarli1|65737,1971539,1972933,1971539,1972933,YALI0_B14839g,YALI0B14839g,YALI0B14839g
jgi.p|Yarli1|65738,1973207,1973981,1973207,1973981,YALI0_B14861g,YALI0B14861g,YALI0B14861g
jgi.p|Yarli1|65739,1974509,1978085,1974509,1978085,YALI0_B14883g,YALI0B14883g,YALI0B14883g
jgi.p|Yarli1|65740,1978245,1979213,1978245,1979213,YALI0_B14905g,YALI0B14905g,YALI0B14905g
jgi.p|Yarli1|65741,1980071,1981006,1980071,1981006,YALI0_B14927g,YALI0B14927g,YALI0B14927g
jgi.p|Yarli1|65742,1982670,1987653,1982670,1987653,YALI0_B14949g,YALI0B14949g,YALI0B14949g
jgi.p|Yarli1|65743,1989308,1993297,1989308,1993297,YALI0_B14971g,YALI0B14971g,YALI0B14971g
jgi.p|Yarli1|65744,1993755,1994636,1993755,1994636,YALI0_B14993g,YALI0B14993g,YALI0B14993g
jgi.p|Yarli1|65745,1995078,1997168,1995078,1997168,YALI0_B15015g,YALI0B15015g,YALI0B15015g
jgi.p|Yarli1|65746,1998482,1999849,1998482,1999849,YALI0_B15037g,YALI0B15037g,YALI0B15037g
jgi.p|Yarli1|65747,2000641,2006977,2000641,2006977,YALI0_B15059g,YALI0B15059g,YALI0B15059g
jgi.p|Yarli1|65748,2010478,2011287,2010478,2011287,YALI0_B15081g,YALI0B15081g,YALI0B15081g
jgi.p|Yarli1|65749,2012201,2012840,2012201,2012840,YALI0_B15103g,YALI0B15103g,YALI0B15103g
jgi.p|Yarli1|65750,2015063,2015653,2015063,2015653,YALI0_B15125g,YALI0B15125g,YALI0B15125g
jgi.p|Yarli1|65751,2018722,2020839,2018722,2020839,YALI0_B15147g,YALI0B15147g,YALI0B15147g
jgi.p|Yarli1|65752,2023367,2025282,2023367,2025282,YALI0_B15180g,YALI0B15180g,YALI0B15180g
jgi.p|Yarli1|65753,2025929,2026768,2025929,2026768,YALI0_B15202g,YALI0B15202g,YALI0B15202g
jgi.p|Yarli1|65754,2027729,2028589,2027729,2028589,YALI0_B15224g,YALI0B15224g,YALI0B15224g
jgi.p|Yarli1|65755,2028813,2031854,2028813,2031854,YALI0_B15246g,YALI0B15246g,YALI0B15246g
jgi.p|Yarli1|65756,2033246,2034154,2033246,2034154,YALI0_B15268g,YALI0B15268g,YALI0B15268g
jgi.p|Yarli1|65757,2034378,2035457,2034378,2035457,YALI0_B15290g,YALI0B15290g,YALI0B15290g
jgi.p|Yarli1|65758,2037830,2039470,2037830,2039470,YALI0_B15304g,YALI0B15304g,YALI0B15304g
jgi.p|Yarli1|65759,2039713,2041287,2039713,2041287,YALI0_B15312g,YALI0B15312g,YALI0B15312g
jgi.p|Yarli1|65760,2041802,2042563,2041802,2042563,YALI0_B15334g,YALI0B15334g,YALI0B15334g
jgi.p|Yarli1|65761,2042948,2044309,2042948,2044309,YALI0_B15356g,YALI0B15356g,YALI0B15356g
jgi.p|Yarli1|65762,2044423,2046642,2044423,2046642,YALI0_B15378g,YALI0B15378g,YALI0B15378g
jgi.p|Yarli1|65763,2046816,2048708,2046816,2048708,YALI0_B15400g,YALI0B15400g,YALI0B15400g
jgi.p|Yarli1|65764,2048886,2050058,2048886,2050058,YALI0_B15422g,YALI0B15422g,YALI0B15422g
jgi.p|Yarli1|65765,2051360,2052469,2051360,2052469,YALI0_B15444g,YALI0B15444g,YALI0B15444g
jgi.p|Yarli1|65766,2052932,2054368,2052932,2054368,YALI0_B15466g,YALI0B15466g,YALI0B15466g
jgi.p|Yarli1|65767,2054797,2056179,2054797,2056179,YALI0_B15488g,YALI0B15488g,YALI0B15488g
jgi.p|Yarli1|65768,2060276,2061823,2060276,2061823,YALI0_B15510g,YALI0B15510g,YALI0B15510g
jgi.p|Yarli1|65769,2062374,2062625,2062374,2062625,YALI0_B15532g,YALI0B15532g,YALI0B15532g
jgi.p|Yarli1|65770,2063147,2063383,2063147,2063383,YALI0_B15554g,YALI0B15554g,YALI0B15554g
jgi.p|Yarli1|65771,2064059,2066896,2064059,2066896,YALI0_B15576g,YALI0B15576g,YALI0B15576g
jgi.p|Yarli1|65772,2068719,2070920,2068719,2070920,YALI0_B15598g,YALI0B15598g,YALI0B15598g
jgi.p|Yarli1|65773,2071219,2071803,2071219,2071803,YALI0_B15620g,YALI0B15620g,YALI0B15620g
jgi.p|Yarli1|65774,2072370,2074565,2072370,2074565,YALI0_B15642g,YALI0B15642g,YALI0B15642g
jgi.p|Yarli1|65775,2075142,2076969,2075142,2076969,YALI0_B15664g,YALI0B15664g,YALI0B15664g
jgi.p|Yarli1|65776,2077247,2080231,2077247,2080231,YALI0_B15686g,YALI0B15686g,YALI0B15686g
jgi.p|Yarli1|65777,2081420,2083465,2081420,2083465,YALI0_B15708g,YALI0B15708g,YALI0B15708g
jgi.p|Yarli1|65778,2085061,2092445,2085061,2092445,YALI0_B15722g,YALI0B15722g,YALI0B15722g
jgi.p|Yarli1|65779,2094139,2094907,2094139,2094907,YALI0_B15752g,YALI0B15752g,YALI0B15752g
jgi.p|Yarli1|65780,2095443,2097177,2095443,2097177,YALI0_B15774g,YALI0B15774g,YALI0B15774g
jgi.p|Yarli1|65781,2100172,2102220,2100172,2102220,YALI0_B15818g,YALI0B15818g,YALI0B15818g
jgi.p|Yarli1|65782,2102696,2103673,2102696,2103673,YALI0_B15840g,YALI0B15840g,YALI0B15840g
jgi.p|Yarli1|65783,2103833,2105863,2103833,2105863,YALI0_B15862g,YALI0B15862g,YALI0B15862g
jgi.p|Yarli1|65784,2106001,2107104,2106001,2107104,YALI0_B15884g,YALI0B15884g,YALI0B15884g
jgi.p|Yarli1|65785,2107255,2109435,2107255,2109435,YALI0_B15906g,YALI0B15906g,YALI0B15906g
jgi.p|Yarli1|65786,2112905,2114434,2112905,2114434,YALI0_B15950g,YALI0B15950g,YALI0B15950g
jgi.p|Yarli1|65787,2115957,2118458,2115957,2118458,YALI0_B15972g,YALI0B15972g,YALI0B15972g
jgi.p|Yarli1|65788,2118601,2119332,2118601,2119332,YALI0_B15994g,YALI0B15994g,YALI0B15994g
jgi.p|Yarli1|65789,2120265,2121656,2120265,2121656,YALI0_B16016g,YALI0B16016g,YALI0B16016g
jgi.p|Yarli1|65790,2122929,2124278,2122929,2124278,YALI0_B16038g,YALI0B16038g,YALI0B16038g
jgi.p|Yarli1|65791,2124473,2125438,2124473,2125438,YALI0_B16060g,YALI0B16060g,YALI0B16060g
jgi.p|Yarli1|65792,2126276,2126647,2126276,2126647,YALI0_B16082g,YALI0B16082g,YALI0B16082g
jgi.p|Yarli1|65793,2127931,2129514,2127931,2129514,YALI0_B16104g,YALI0B16104g,YALI0B16104g
jgi.p|Yarli1|65794,2131319,2132311,2131319,2132311,YALI0_B16126g,YALI0B16126g,YALI0B16126g
jgi.p|Yarli1|65795,2132503,2132868,2132503,2132868,YALI0_B16148g,YALI0B16148g,YALI0B16148g
jgi.p|Yarli1|65796,2133843,2135006,2133843,2135006,YALI0_B16170g,YALI0B16170g,YALI0B16170g
jgi.p|Yarli1|65797,2135895,2136731,2135895,2136731,YALI0_B16192g,YALI0B16192g,YALI0B16192g
jgi.p|Yarli1|65798,2136845,2137939,2136845,2137939,YALI0_B16214g,YALI0B16214g,YALI0B16214g
jgi.p|Yarli1|65799,2139673,2141916,2139673,2141916,YALI0_B16236g,YALI0B16236g,YALI0B16236g
jgi.p|Yarli1|65800,2143241,2146750,2143241,2146750,YALI0_B16258g,YALI0B16258g,YALI0B16258g
jgi.p|Yarli1|65801,2146918,2147683,2146918,2147683,YALI0_B16280g,YALI0B16280g,YALI0B16280g
jgi.p|Yarli1|65802,2148064,2149965,2148064,2149965,YALI0_B16302g,YALI0B16302g,YALI0B16302g
jgi.p|Yarli1|65803,2150792,2153752,2150792,2153752,YALI0_B16324g,YALI0B16324g,YALI0B16324g
jgi.p|Yarli1|65804,2154746,2156032,2154746,2156032,YALI0_B16368g,YALI0B16368g,YALI0B16368g
jgi.p|Yarli1|65805,2156213,2158039,2156213,2158039,YALI0_B16390g,YALI0B16390g,YALI0B16390g
jgi.p|Yarli1|65806,2158801,2160537,2158801,2160537,YALI0_B16412g,YALI0B16412g,YALI0B16412g
jgi.p|Yarli1|65807,2162577,2164817,2162577,2164817,YALI0_B16434g,YALI0B16434g,YALI0B16434g
jgi.p|Yarli1|65808,2165653,2166624,2165653,2166624,YALI0_B16456g,YALI0B16456g,YALI0B16456g
jgi.p|Yarli1|65809,2167609,2169090,2167609,2169090,YALI0_B16478g,YALI0B16478g,YALI0B16478g
jgi.p|Yarli1|65810,2171818,2173368,2171818,2173368,YALI0_B16500g,YALI0B16500g,YALI0B16500g
jgi.p|Yarli1|65811,2176308,2178041,2176308,2178041,YALI0_B16522g,YALI0B16522g,YALI0B16522g
jgi.p|Yarli1|65812,2178700,2181465,2178700,2181465,YALI0_B16544g,YALI0B16544g,YALI0B16544g
jgi.p|Yarli1|65813,2181861,2182774,2181861,2182774,YALI0_B16566g,YALI0B16566g,YALI0B16566g
jgi.p|Yarli1|65814,2182923,2184269,2182923,2184269,YALI0_B16588g,YALI0B16588g,YALI0B16588g
jgi.p|Yarli1|65815,2185281,2186240,2185281,2186240,YALI0_B16610g,YALI0B16610g,YALI0B16610g
jgi.p|Yarli1|65816,2189993,2193274,2189993,2193274,YALI0_B16632g,YALI0B16632g,YALI0B16632g
jgi.p|Yarli1|65817,2193840,2195072,2193840,2195072,YALI0_B16654g,YALI0B16654g,YALI0B16654g
jgi.p|Yarli1|65818,2196210,2198651,2196210,2198651,YALI0_B16676g,YALI0B16676g,YALI0B16676g
jgi.p|Yarli1|65819,2198890,2199807,2198890,2199807,YALI0_B16698g,YALI0B16698g,YALI0B16698g
jgi.p|Yarli1|65820,2200244,2201218,2200244,2201218,YALI0_B16720g,YALI0B16720g,YALI0B16720g
jgi.p|Yarli1|65821,2202238,2203020,2202238,2203020,YALI0_B16742g,YALI0B16742g,YALI0B16742g
jgi.p|Yarli1|65822,2203414,2204121,2203414,2204121,YALI0_B16764g,YALI0B16764g,YALI0B16764g
jgi.p|Yarli1|65823,2204537,2205046,2204537,2205046,YALI0_B16786g,YALI0B16786g,YALI0B16786g
jgi.p|Yarli1|65824,2207944,2210145,2207944,2210145,YALI0_B16808g,YALI0B16808g,YALI0B16808g
jgi.p|Yarli1|65825,2211023,2215049,2211023,2215049,YALI0_B16822g,YALI0B16822g,YALI0B16822g
jgi.p|Yarli1|65826,2215978,2216916,2215978,2216916,YALI0_B16852g,YALI0B16852g,YALI0B16852g
jgi.p|Yarli1|65827,2219098,2221197,2219098,2221197,YALI0_B16874g,YALI0B16874g,YALI0B16874g
jgi.p|Yarli1|65828,2221677,2223938,2221677,2223938,YALI0_B16896g,YALI0B16896g,YALI0B16896g
jgi.p|Yarli1|65829,2224533,2227448,2224533,2227448,YALI0_B16918g,YALI0B16918g,YALI0B16918g
jgi.p|Yarli1|65830,2227705,2228019,2227705,2228019,YALI0_B16940g,YALI0B16940g,YALI0B16940g
jgi.p|Yarli1|65831,2228530,2229075,2228530,2229075,YALI0_B16962g,YALI0B16962g,YALI0B16962g
jgi.p|Yarli1|65832,2231290,2232066,2231290,2232066,YALI0_B16984g,YALI0B16984g,YALI0B16984g
jgi.p|Yarli1|65833,2233430,2236045,2233430,2236045,YALI0_B17006g,YALI0B17006g,YALI0B17006g
jgi.p|Yarli1|65834,2238298,2247243,2238298,2247243,YALI0_B17028g,YALI0B17028g,YALI0B17028g
jgi.p|Yarli1|65835,2247415,2248341,2247415,2248341,YALI0_B17050g,YALI0B17050g,YALI0B17050g
jgi.p|Yarli1|65836,2249036,2249506,2249036,2249506,YALI0_B17061g,YALI0B17061g,YALI0B17061g
jgi.p|Yarli1|65837,2250061,2252340,2250061,2252340,YALI0_B17072g,YALI0B17072g,YALI0B17072g
jgi.p|Yarli1|65838,2252869,2254617,2252869,2254617,YALI0_B17138g,YALI0B17138g,YALI0B17138g
jgi.p|Yarli1|65839,2257539,2258363,2257539,2258363,YALI0_B17160g,YALI0B17160g,YALI0B17160g
jgi.p|Yarli1|65840,2258418,2259725,2258418,2259725,YALI0_B17182g,YALI0B17182g,YALI0B17182g
jgi.p|Yarli1|65841,2260004,2260660,2260004,2260660,YALI0_B17204g,YALI0B17204g,YALI0B17204g
jgi.p|Yarli1|65842,2261909,2263477,2261909,2263477,YALI0_B17226g,YALI0B17226g,YALI0B17226g
jgi.p|Yarli1|65843,2263839,2265896,2263839,2265896,YALI0_B17248g,YALI0B17248g,YALI0B17248g
jgi.p|Yarli1|65844,2266016,2267731,2266016,2267731,YALI0_B17270g,YALI0B17270g,YALI0B17270g
jgi.p|Yarli1|65845,2270358,2272415,2270358,2272415,YALI0_B17292g,YALI0B17292g,YALI0B17292g
jgi.p|Yarli1|65846,2274210,2274434,2274210,2274434,YALI0_B17303g,YALI0B17303g,YALI0B17303g
jgi.p|Yarli1|65847,2275767,2276735,2275767,2276735,YALI0_B17314g,YALI0B17314g,YALI0B17314g
jgi.p|Yarli1|65848,2277432,2278304,2277432,2278304,YALI0_B17336g,YALI0B17336g,YALI0B17336g
jgi.p|Yarli1|65849,2278605,2279604,2278605,2279604,YALI0_B17358g,YALI0B17358g,YALI0B17358g
jgi.p|Yarli1|65850,2281193,2282323,2281193,2282323,YALI0_B17380g,YALI0B17380g,YALI0B17380g
jgi.p|Yarli1|65851,2283885,2285333,2283885,2285333,YALI0_B17402g,YALI0B17402g,YALI0B17402g
jgi.p|Yarli1|65852,2285558,2286265,2285558,2286265,YALI0_B17424g,YALI0B17424g,YALI0B17424g
jgi.p|Yarli1|65853,2287011,2287502,2287011,2287502,YALI0_B17446g,YALI0B17446g,YALI0B17446g
jgi.p|Yarli1|65854,2287629,2289143,2287629,2289143,YALI0_B17468g,YALI0B17468g,YALI0B17468g
jgi.p|Yarli1|65855,2290149,2291417,2290149,2291417,YALI0_B17490g,YALI0B17490g,YALI0B17490g
jgi.p|Yarli1|65856,2292212,2293402,2292212,2293402,YALI0_B17512g,YALI0B17512g,YALI0B17512g
jgi.p|Yarli1|65857,2293649,2294548,2293649,2294548,YALI0_B17534g,YALI0B17534g,YALI0B17534g
jgi.p|Yarli1|65858,2297169,2299130,2297169,2299130,YALI0_B17556g,YALI0B17556g,YALI0B17556g
jgi.p|Yarli1|65859,2300028,2302006,2300028,2302006,YALI0_B17622g,YALI0B17622g,YALI0B17622g
jgi.p|Yarli1|65860,2303501,2304532,2303501,2304532,YALI0_B17644g,YALI0B17644g,YALI0B17644g
jgi.p|Yarli1|65861,2305220,2307787,2305220,2307787,YALI0_B17666g,YALI0B17666g,YALI0B17666g
jgi.p|Yarli1|65862,2310733,2311851,2310733,2311851,YALI0_B17688g,YALI0B17688g,YALI0B17688g
jgi.p|Yarli1|65863,2312694,2313035,2312694,2313035,YALI0_B17710g,YALI0B17710g,YALI0B17710g
jgi.p|Yarli1|65864,2313252,2314419,2313252,2314419,YALI0_B17732g,YALI0B17732g,YALI0B17732g
jgi.p|Yarli1|65865,2316324,2320797,2316324,2320797,YALI0_B17754g,YALI0B17754g,YALI0B17754g
jgi.p|Yarli1|65866,2324143,2325723,2324143,2325723,YALI0_B17776g,YALI0B17776g,YALI0B17776g
jgi.p|Yarli1|65867,2326090,2327964,2326090,2327964,YALI0_B17798g,YALI0B17798g,YALI0B17798g
jgi.p|Yarli1|65868,2328580,2329362,2328580,2329362,YALI0_B17820g,YALI0B17820g,YALI0B17820g
jgi.p|Yarli1|65869,2330204,2333512,2330204,2333512,YALI0_B17842g,YALI0B17842g,YALI0B17842g
jgi.p|Yarli1|65870,2334864,2337776,2334864,2337776,YALI0_B17864g,YALI0B17864g,YALI0B17864g
jgi.p|Yarli1|65871,2340068,2340892,2340068,2340892,YALI0_B17886g,YALI0B17886g,YALI0B17886g
jgi.p|Yarli1|65872,2341224,2342540,2341224,2342540,YALI0_B17908g,YALI0B17908g,YALI0B17908g
jgi.p|Yarli1|65873,2343620,2346142,2343620,2346142,YALI0_B17930g,YALI0B17930g,YALI0B17930g
jgi.p|Yarli1|65874,2349711,2352518,2349711,2352518,YALI0_B17996g,YALI0B17996g,YALI0B17996g
jgi.p|Yarli1|65875,2354200,2356332,2354200,2356332,YALI0_B18018g,YALI0B18018g,YALI0B18018g
jgi.p|Yarli1|65876,2357549,2358241,2357549,2358241,YALI0_B18040g,YALI0B18040g,YALI0B18040g
jgi.p|Yarli1|65877,2358986,2359824,2358986,2359824,YALI0_B18062g,YALI0B18062g,YALI0B18062g
jgi.p|Yarli1|65878,2360221,2360937,2360221,2360937,YALI0_B18084g,YALI0B18084g,YALI0B18084g
jgi.p|Yarli1|65879,2364509,2365384,2364509,2365384,YALI0_B18128g,YALI0B18128g,YALI0B18128g
jgi.p|Yarli1|65880,2365954,2366508,2365954,2366508,YALI0_B18150g,YALI0B18150g,YALI0B18150g
jgi.p|Yarli1|65881,2369176,2372418,2369176,2372418,YALI0_B18172g,YALI0B18172g,YALI0B18172g
jgi.p|Yarli1|65882,2374681,2376708,2374681,2376708,YALI0_B18194g,YALI0B18194g,YALI0B18194g
jgi.p|Yarli1|65883,2377541,2379442,2377541,2379442,YALI0_B18216g,YALI0B18216g,YALI0B18216g
jgi.p|Yarli1|65884,2382012,2382455,2382012,2382455,YALI0_B18238g,YALI0B18238g,YALI0B18238g
jgi.p|Yarli1|65885,2383740,2385176,2383740,2385176,YALI0_B18260g,YALI0B18260g,YALI0B18260g
jgi.p|Yarli1|65886,2392357,2393904,2392357,2393904,YALI0_B18282g,YALI0B18282g,YALI0B18282g
jgi.p|Yarli1|65887,2398590,2399248,2398590,2399248,YALI0_B18298g,YALI0B18298g,YALI0B18298g
jgi.p|Yarli1|65888,2399522,2400916,2399522,2400916,YALI0_B18304g,YALI0B18304g,YALI0B18304g
jgi.p|Yarli1|65889,2401350,2402072,2401350,2402072,YALI0_B18326g,YALI0B18326g,YALI0B18326g
jgi.p|Yarli1|65890,2403621,2404889,2403621,2404889,YALI0_B18348g,YALI0B18348g,YALI0B18348g
jgi.p|Yarli1|65891,2408064,2408738,2408064,2408738,YALI0_B18370g,YALI0B18370g,YALI0B18370g
jgi.p|Yarli1|65892,2409116,2409394,2409116,2409394,YALI0_B18392g,YALI0B18392g,YALI0B18392g
jgi.p|Yarli1|65893,2413414,2414772,2413414,2414772,YALI0_B18414g,YALI0B18414g,YALI0B18414g
jgi.p|Yarli1|65894,2415401,2416528,2415401,2416528,YALI0_B18436g,YALI0B18436g,YALI0B18436g
jgi.p|Yarli1|65895,2417411,2418100,2417411,2418100,YALI0_B18458g,YALI0B18458g,YALI0B18458g
jgi.p|Yarli1|65896,2419598,2422321,2419598,2422321,YALI0_B18480g,YALI0B18480g,YALI0B18480g
jgi.p|Yarli1|65897,2422752,2423318,2422752,2423318,YALI0_B18502g,YALI0B18502g,YALI0B18502g
jgi.p|Yarli1|65898,2423975,2425804,2423975,2425804,YALI0_B18524g,YALI0B18524g,YALI0B18524g
jgi.p|Yarli1|65899,2426587,2427201,2426587,2427201,YALI0_B18546g,YALI0B18546g,YALI0B18546g
jgi.p|Yarli1|65900,2440054,2441865,2440054,2441865,YALI0_B18568g,YALI0B18568g,YALI0B18568g
jgi.p|Yarli1|65901,2442018,2442956,2442018,2442956,YALI0_B18590g,YALI0B18590g,YALI0B18590g
jgi.p|Yarli1|65902,2443350,2444795,2443350,2444795,YALI0_B18612g,YALI0B18612g,YALI0B18612g
jgi.p|Yarli1|65903,2444993,2446726,2444993,2446726,YALI0_B18634g,YALI0B18634g,YALI0B18634g
jgi.p|Yarli1|65904,2447918,2448409,2447918,2448409,YALI0_B18656g,YALI0B18656g,YALI0B18656g
jgi.p|Yarli1|65905,2448829,2449467,2448829,2449467,YALI0_B18678g,YALI0B18678g,YALI0B18678g
jgi.p|Yarli1|65906,2450739,2451767,2450739,2451767,YALI0_B18700g,YALI0B18700g,YALI0B18700g
jgi.p|Yarli1|65907,2452637,2454997,2452637,2454997,YALI0_B18722g,YALI0B18722g,YALI0B18722g
jgi.p|Yarli1|65908,2455741,2456598,2455741,2456598,YALI0_B18744g,YALI0B18744g,YALI0B18744g
jgi.p|Yarli1|65909,2458586,2465464,2458586,2465464,YALI0_B18759g,YALI0B18759g,YALI0B18759g
jgi.p|Yarli1|65910,2467672,2468607,2467672,2468607,YALI0_B18788g,YALI0B18788g,YALI0B18788g
jgi.p|Yarli1|65911,2470882,2475357,2470882,2475357,YALI0_B18810g,YALI0B18810g,YALI0B18810g
jgi.p|Yarli1|65912,2476446,2477888,2476446,2477888,YALI0_B18854g,YALI0B18854g,YALI0B18854g
jgi.p|Yarli1|65913,2482151,2483470,2482151,2483470,YALI0_B18876g,YALI0B18876g,YALI0B18876g
jgi.p|Yarli1|65914,2484339,2485280,2484339,2485280,YALI0_B18898g,YALI0B18898g,YALI0B18898g
jgi.p|Yarli1|65915,2486873,2487379,2486873,2487379,YALI0_B18920g,YALI0B18920g,YALI0B18920g
jgi.p|Yarli1|65916,2488690,2492295,2488690,2492295,YALI0_B18942g,YALI0B18942g,YALI0B18942g
jgi.p|Yarli1|65917,2494484,2497288,2494484,2497288,YALI0_B18964g,YALI0B18964g,YALI0B18964g
jgi.p|Yarli1|65918,2505099,2506763,2505099,2506763,YALI0_B18986g,YALI0B18986g,YALI0B18986g
jgi.p|Yarli1|65919,2511601,2513196,2511601,2513196,YALI0_B19008g,YALI0B19008g,YALI0B19008g
jgi.p|Yarli1|65920,2514166,2515092,2514166,2515092,YALI0_B19030g,YALI0B19030g,YALI0B19030g
jgi.p|Yarli1|65921,2519373,2521211,2519373,2521211,YALI0_B19052g,YALI0B19052g,YALI0B19052g
jgi.p|Yarli1|65922,2523234,2525972,2523234,2525972,YALI0_B19074g,YALI0B19074g,YALI0B19074g
jgi.p|Yarli1|65923,2527951,2528784,2527951,2528784,YALI0_B19096g,YALI0B19096g,YALI0B19096g
jgi.p|Yarli1|65924,2529503,2530243,2529503,2530243,YALI0_B19118g,YALI0B19118g,YALI0B19118g
jgi.p|Yarli1|65925,2530967,2532259,2530967,2532259,YALI0_B19162g,YALI0B19162g,YALI0B19162g
jgi.p|Yarli1|65926,2532957,2535095,2532957,2535095,YALI0_B19184g,YALI0B19184g,YALI0B19184g
jgi.p|Yarli1|65927,2540252,2541589,2540252,2541589,YALI0_B19206g,YALI0B19206g,YALI0B19206g
jgi.p|Yarli1|65928,2542770,2543858,2542770,2543858,YALI0_B19228g,YALI0B19228g,YALI0B19228g
jgi.p|Yarli1|65929,2545459,2547339,2545459,2547339,YALI0_B19250g,YALI0B19250g,YALI0B19250g
